title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton
味味一品原汁珍味牛肉(袋)185g;米油沖泡;127,0;味丹;規格：185g克x1x3Bag袋;味味一品原汁珍味牛肉(碗)185g;135,0;1;185,0;6,0;7349;5.93%;1;14501053001;unique_master_match;1;1;g;3;bag;42,333333333333336;45,0;5,92592592592592;weight;month;5,93;1,0;36,0;34,0;15,0;2,33;8,0
滿漢大餐麻辣鍋牛肉(碗) 204g;米油沖泡;51,0;統一;規格：204g克x1x1Bowl碗;滿漢大餐麻辣鍋牛肉(碗) 204g;54,0;1;204,0;6,0;7350;5.56%;0;14501058001;unique_master_match;1;1;g;1;bowl;51,0;54,0;5,555555555555555;weight;month;5,56;0,0;49,0;33,0;8,0;1,6;6,0
統一蔥燒牛肉碗麵 90g;米油沖泡;57,0;統一;規格：90g克x1x3Bowl碗;統一蔥燒牛肉碗麵 90g;0,0;1;90,0;6,0;7351;0.00%;0;14501063001;unique_master_match;1;1;g;3;bowl;19,0;0,0;0,0;weight;month;0,0;0,0;42,0;28,0;17,0;1,8;12,0
一度贊-老甕牛肉麵(碗) 185g;米油沖泡;86,0;維力;規格：185g克x1x2Bowl碗;一度贊-老甕牛肉麵(碗) 185g;0,0;1;185,0;6,0;7352;0.00%;1;14501065001;unique_master_match;1;1;g;2;bowl;43,0;0,0;0,0;weight;month;0,0;1,0;49,0;37,0;16,0;3,35;12,0
味王紅燒牛肉麵(包) 83g;米油沖泡;64,0;味王;規格：83g克x1x5Pack包;味王紅燒牛肉麵(包) 83g;66,0;1;83,0;6,0;7353;3.03%;1;14501084001;unique_master_match;1;1;g;5;pack;12,8;13,2;3,0303030303030196;weight;month;3,03;1,0;36,0;31,0;14,0;3,12;30,0
一度贊-紅燒牛肉(袋) 200g;米油沖泡;132,0;維力;規格：200g克x1x3Pack包;一度贊-紅燒牛肉(袋) 200g;135,0;1;200,0;6,0;7354;2.22%;1;14501086001;unique_master_match;1;1;g;3;pack;44,0;45,0;2,2222222222222223;weight;month;2,22;1,0;31,0;30,0;14,0;2,87;12,0
味味一品紅燒牛肉袋麵181g;米油沖泡;127,0;味丹;規格：181g克x1x3Bag包;味味一品紅燒牛肉袋麵181g;135,0;1;181,0;6,0;7355;5.93%;1;14501899001;unique_master_match;1;1;g;3;bag;42,333333333333336;45,0;5,92592592592592;weight;month;5,93;1,0;34,0;32,0;13,0;2,92;12,0
維力大炒一番-鐵板牛肉(包)85g;米油沖泡;55,0;維力;規格：85g克x1x4Bag包;維力大炒一番-鐵板牛肉(包)85g;84,0;1;85,0;6,0;7356;34.52%;0;14501902001;unique_master_match;1;1;g;4;bag;13,75;21,0;34,523809523809526;weight;month;34,52;0,0;32,0;32,0;14,0;2,9;24,0
味丹雙響泡爆香牛肉湯麵(桶)109g;米油沖泡;88,0;味丹;規格：109g克x1x3Bucket桶;雙響泡爆香牛肉湯麵(桶)109g;0,0;1;109,0;6,0;7358;0.00%;1;14501905001;unique_master_match;1;1;g;3;bucket;29,333333333333332;0,0;0,0;weight;month;0,0;1,0;43,0;28,0;23,0;2,37;12,0
維力大乾麵蔥燒牛肉風味麵-95g;米油沖泡;83,0;維力;規格：95g克x1x5Bag包;維力大乾麵蔥燒牛肉風味麵95g;0,0;1;95,0;6,0;7362;0.00%;1;14501926001;unique_master_match;1;1;g;5;bag;16,6;0,0;0,0;weight;month;0,0;1,0;38,0;32,0;14,0;3,72;30,0
