title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity
良澔大溪名產豆丁;飲料零食;89,0;良澔;規格：220g克x1x1Bag包;良澔大溪名產豆丁;109,0;1;220,0;8,0;6124;18.35%;1;14200069001;unique_master_match;1;1;g;1;bag;89,0;109,0;18,348624;weight;month;18,35;1,0;43,0;30,0;30,0;4,04;12,0;974,0
四乘六蒜味滷條豆干300g;飲料零食;79,0;;規格：300g克x1x1PACK包;四乘六蒜味滷條豆干;89,0;1;300,0;9,0;6125;11.24%;1;14200070001;unique_master_match;1;1;g;1;pack;79,0;89,0;11,235955;weight;month;11,24;1,0;25,0;42,0;13,0;3,204;10,0;47,0
原味巡禮老滷豆干-麻辣板條;飲料零食;39,0;;規格：100g克x1x1Bag包;原味巡禮老滷豆干-麻辣板條;45,0;1;100,0;8,0;6127;13.33%;1;14200086001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;2,944;24,0;55,0
原味巡禮老滷豆干-大沙茶;飲料零食;39,0;;規格：120g克x1x1Bag包;原味巡禮老滷豆干-大沙茶;45,0;1;120,0;8,0;6128;13.33%;1;14200087001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;3,462;24,0;279,0
原味巡禮老滷豆干-大板條;飲料零食;39,0;;規格：100g克x1x1Bag包;原味巡禮老滷豆干-大板條;45,0;1;100,0;8,0;6129;13.33%;1;14200088001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;2,994;24,0;81,0
原味巡禮老滷豆干-包干(辣味);飲料零食;39,0;原味巡禮;規格：100g克x1x1Bag包;原味巡禮老滷豆干-包干;45,0;1;100,0;8,0;6130;13.33%;1;14200089001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;3,5;24,0;67,0
原味巡禮老滷豆干-香辣豆干;飲料零食;39,0;;規格：120g克x1x1Bag包;原味巡禮老滷豆干-香辣豆干;45,0;1;120,0;8,0;6131;13.33%;1;14200090001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;3,344;24,0;94,0
原味巡禮老滷豆干-滷肉珍味;飲料零食;39,0;;規格：120g克x1x1Bag包;原味巡禮老滷豆干-滷肉珍味;45,0;1;120,0;8,0;6132;13.33%;1;14200091001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;3,345;24,0;118,0
原味巡禮老滷豆干-蒜茸豆絲;飲料零食;39,0;;規格：100g克x1x1Bag包;原味巡禮老滷豆干-蒜茸豆絲;45,0;1;100,0;8,0;6133;13.33%;1;14200092001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;3,35;24,0;131,0
原味巡禮老滷豆干-大豆丁;飲料零食;39,0;;規格：100g克x1x1Bag包;原味巡禮老滷豆干-大豆丁;45,0;1;100,0;8,0;6134;13.33%;1;14200093001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;2,984;24,0;84,0
原味巡禮老滷豆干-香Q豆絲;飲料零食;39,0;;規格：100g克x1x1Bag包;原味巡禮老滷豆干-香Q豆絲;45,0;1;100,0;8,0;6135;13.33%;1;14200096001;unique_master_match;1;1;g;1;bag;39,0;45,0;13,333333;weight;month;13,33;1,0;37,0;29,0;19,0;2,984;24,0;81,0
