title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity
百齡雙氟防蛀兒童漱口水;美妝個清;149,0;;規格：500ml毫升x1x1PC瓶;百齡雙氟防蛀兒童漱口水 香檳葡萄;161,0;1;500,0;36,0;4234;7.45%;1;12105051002;unique_master_match;1;1;ml;1;pc;149,0;161,0;7,453416149068323;volume;month;7,45;1,0;37,0;19,0;23,0;7,55;12,0;24,0
李施德霖全效護理除菌漱口水-無酒精配方;美妝個清;231,0;李施德霖;規格：750ml毫升x1x1PC瓶;李施德霖全效護理除菌漱口水-無酒精配方;291,0;1;750,0;37,0;4237;20.62%;1;12105058001;unique_master_match;1;1;ml;1;pc;231,0;291,0;20,618556701030926;volume;month;20,62;1,0;24,0;19,0;27,0;5,44;6,0;70,0
刷樂兒童含氟漱口水(青蘋果);美妝個清;129,0;刷樂;規格：500ml毫升x1x1PC瓶;刷樂兒童含氟漱口水(青蘋果);139,0;1;500,0;36,0;4238;7.19%;1;12105059001;unique_master_match;1;1;ml;1;pc;129,0;139,0;7,194244604316546;volume;month;7,19;1,0;21,0;19,0;19,0;3,56;6,0;24,0
刷樂專業護理漱口水買超值組-綠茶口味750mlx2;美妝個清;219,0;刷樂;規格：1500ml毫升x1x1SET組;刷樂專業護理漱口水買超值組-綠茶口味;225,0;1;1500,0;36,0;4242;2.67%;1;12105066001;unique_master_match;1;1;ml;1;set;219,0;225,0;2,666666666666667;volume;month;2,67;1,0;34,0;28,0;26,0;11,0;6,0;48,33333333
刷樂全效護理漱口水超值組-750mlx2;美妝個清;219,0;刷樂;規格：750ml毫升x2x1PC瓶;刷樂全效護理漱口水750ML超值組;225,0;1;750,0;36,0;4243;2.67%;1;12105067001;unique_master_match;1;1;ml;2;pc;109,5;112,5;2,666666666666667;volume;month;2,67;1,0;35,0;28,0;26,0;10,76;6,0;82,66666667
刷樂專業護理漱口水超值組-蜂膠口味750ml+500ml;美妝個清;219,0;刷樂;規格：1250ml毫升x1x1SET組;刷樂專業護理漱口水超值組-蜂膠口味 蜂膠;225,0;1;1250,0;36,0;4244;2.67%;1;12105068001;unique_master_match;1;1;ml;1;set;219,0;225,0;2,666666666666667;volume;month;2,67;1,0;28,0;34,0;26,0;10,0;6,0;12,0
刷樂兒童含氟漱口水(草莓口味);美妝個清;129,0;刷樂;規格：500ml毫升x1x1PC瓶;刷樂兒童含氟漱口水(草莓口味) 兒童_草莓;139,0;1;500,0;36,0;4245;7.19%;1;12105070001;unique_master_match;1;1;ml;1;pc;129,0;139,0;7,194244604316546;volume;month;7,19;1,0;21,0;19,0;19,0;3,56;6,0;9,0
李施德霖全效護理抗敏感漱口水500ml;美妝個清;132,0;李施德霖;規格：500ml毫升x1x1PC瓶;李施德霖兒童漱口水500ml 兒童漱口水;169,0;1;500,0;36,0;4246;21.89%;1;12105071001;unique_master_match;1;1;ml;1;pc;132,0;169,0;21,893491124260358;volume;month;21,89;1,0;32,0;20,0;24,0;7,0;12,0;24,0
李施德霖綠茶防蛀護齦漱口水500ml;美妝個清;132,0;李施德霖;規格：500ml毫升x1x1PC瓶;李施德霖綠茶防蛀護齦漱口水500ml 綠茶;159,0;1;500,0;37,0;4247;16.98%;0;12105072001;unique_master_match;1;1;ml;1;pc;132,0;159,0;16,9811320754717;volume;month;16,98;0,0;19,0;17,0;24,0;3,55;6,0;30,0
Ora²me淨澈氣息口香噴劑-香甜蜜桃-6ml;美妝個清;106,0;Ora2;規格：6ml毫升x1x1PC支;Ora2 Me淨澈氣息口香噴劑;0,0;1;6,0;36,0;4292;0.00%;1;12106036002;ambiguous_master_match_resolved_with_order_history;2;1;ml;1;pc;106,0;0,0;0,0;volume;month;0,0;1,0;12,0;5,0;13,0;0,12;6,0;
舒適牌刮鬍泡--敏感膚質;美妝個清;105,0;舒適;規格：200ml毫升x1x1Bottle瓶;舒適牌刮鬍泡--敏感膚質;113,0;1;200,0;36,0;4368;7.08%;1;12112002001;unique_master_match;1;1;ml;1;bottle;105,0;113,0;7,079646017699115;volume;month;7,08;1,0;31,0;6,0;21,0;1,6;6,0;67,0
