title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity
【晶工牌】感應式遠紅外線開飲機專用濾心(2入/盒)(CF-2522A);生活家電;799,0;;規格：1Box盒x1x1Box盒;晶工 CF-2522開飲機濾心;0,0;1;1,0;48,0;10037;0.00%;1;41234006001;unique_master_match;1;1;box;1;box;799,0;0,0;0,0;count;month;0,0;1,0;50,0;39,0;36,0;8,0;12,0;11,0
伊萊克斯ECG3003S磨豆機;生活家電;1188,0;伊萊克斯;規格：1Set台x1x1Set台;伊萊克斯ECG3003S磨豆機;1290,0;1;1,0;999,0;10041;7.91%;0;41244001001;unique_master_match;1;1;set;1;set;1188,0;1290,0;7,906977;count;month;7,91;0,0;47,0;32,0;28,0;8,1;6,0;11,0
TATUNG 大同 6人份全不鏽鋼配件電鍋 TAC-06L-MCAG;生活家電;2940,0;TATUNG 大同;規格：1件;大同TAC-06L電鍋(6人份);0,0;1;1,0;12,0;10046;0.00%;1;41300016001;ambiguous_master_match_resolved_with_order_history;2;2;pc;1;pc;2940,0;0,0;0,0;count;month;0,0;1,0;55,0;28,0;27,0;6,4;2,0;5,0
尚朋堂SSC-11LS不鋼電鍋;生活家電;2088,0;SUNPENTOWN尚朋堂;規格：1Set台x1x1Set台;尚朋堂SSC-11LS不鋼電鍋;2250,0;1;1,0;999,0;10047;7.20%;1;41301002001;unique_master_match;1;1;set;1;set;2088,0;2250,0;7,2;count;month;7,2;1,0;29,0;29,0;26,0;3,5;1,0;2,0
大家源TCY-3003三人份電子鍋;生活家電;650,0;大家源;規格：1PC台x1x1PC台;大家源TCY-3003三人份電子鍋;0,0;1;1,0;999,0;10053;0.00%;1;41302006001;unique_master_match;1;1;pc;1;pc;650,0;0,0;0,0;count;month;0,0;1,0;74,0;26,0;55,0;12,6;6,0;8,0
象印NL-AAF10 6人份微電腦電子鍋;生活家電;4390,0;象印;規格：1Set台x1x1Set台;象印NL-AAF10微電腦電子鍋6人;5480,0;1;1,0;999,0;10054;19.89%;1;41302008001;unique_master_match;1;1;set;1;set;4390,0;5480,0;19,890511;count;month;19,89;1,0;45,0;33,0;60,0;9,43;2,0;5,0
大家源TCY-3006 六人份電子鍋;生活家電;899,0;大家源;規格：1Set台x1x1Set台;大家源TCY-3006 六人份電子鍋;990,0;1;1,0;999,0;10056;9.19%;0;41302901001;unique_master_match;1;1;set;1;set;899,0;990,0;9,191919;count;month;9,19;0,0;27,0;27,0;26,0;2,0;1,0;6,333333
山多力10人份微壓電子鍋 SL-1060;生活家電;990,0;山多力;規格：1Set台x1x1Set台;山多力SL-1060微壓電子鍋;0,0;1;1,0;999,0;10060;0.00%;1;41303011001;unique_master_match;1;1;set;1;set;990,0;0,0;0,0;count;month;0,0;1,0;60,0;30,0;63,0;15,0;4,0;4,333333
【TIGER 虎牌】微電腦 10人份電子鍋(JBV-S18R);生活家電;3590,0;虎牌;規格：1Set台x1x1Set台;虎牌微電腦JBV-S18R電子鍋;3990,0;1;1,0;999,0;10062;10.03%;1;41303049001;unique_master_match;1;1;set;1;set;3590,0;3990,0;10,025063;count;month;10,03;1,0;67,0;44,0;31,0;10,5;2,0;9,0
尚朋堂 10人養生厚釜電子鍋 SC-NX18T;生活家電;1090,0;尚朋堂;規格：1台;尚朋堂SC-NX18T養生厚釜電子鍋;1190,0;1;1,0;12,0;10064;8.40%;1;41303054001;unique_master_match;1;1;pc;1;;1090,0;1190,0;8,403361;count;month;8,4;1,0;29,0;29,0;31,0;3,18;1,0;2,0
【安心價】【PHILIPS 飛利浦】不挑鍋黑晶爐(HD4988);生活家電;1580,0;PHILIPS飛利浦;規格：1Set台x1x1Set台;飛利浦HD4988黑晶爐;2280,0;1;1,0;999,0;10070;30.70%;1;41310001001;unique_master_match;1;1;set;1;set;1580,0;2280,0;30,701754;count;month;30,7;1,0;36,0;10,0;42,0;2,57;1,0;15,0
聲寶KQ-CA12D 1.2L 美食鍋;生活家電;475,0;SAMPO聲寶;規格：1Set台x1x1Set台;聲寶KQ-CA12D美食鍋1.2L;688,0;1;1,0;999,0;10086;30.96%;1;41313936001;unique_master_match;1;1;set;1;set;475,0;688,0;30,959302;count;month;30,96;1,0;62,0;25,0;35,0;7,6;6,0;13,333333
聲寶 KZ-XD20 20L 中烤箱;生活家電;1288,0;SAMPO聲寶;規格：1Set台x1x1Set台;聲寶KZ-XD20 中烤箱20L;1690,0;1;1,0;999,0;10099;23.79%;0;41332022001;unique_master_match;1;1;set;1;set;1288,0;1690,0;23,786982;count;month;23,79;0,0;51,0;35,0;32,0;6,5;1,0;37,0
