item_code;minimum_inventory;minimum_inventory_ceiling
14332010001;12;12
14332013001;23;23
14332014001;18;18
14332016001;17;17
14332017001;19;19
14332018001;17;17
14333004001;8;8
14333006001;22;22
14340002001;4;4
14340006001;18;18
14340008001;10;10
14340026001;11;11
14341019001;19;19
14341068001;8;8
14342007001;9;9
14342010001;8;8
14342020001;75;75
14343012001;4;4
14343026001;8;8
14343027001;4;4
14343028001;14;14
14343036001;17;17
14344005001;4;4
14344010001;42;42
14350005001;28;28
14350006001;17;17
14350007001;4;4
14350011001;54;54
14351007001;40;40
14351017001;8;8
14351024001;11;11
14351034001;44;44
14351038001;10;10
14351041001;9;9
14351042001;17;17
14351059001;12;12
14351068001;4;4
14351069001;195;195
14352027001;41;41
14352028001;24;24
14352031001;17;17
14352058001;12;12
14352060001;26;26
14352069001;12;12
14352076001;4;4
14352079001;11;11
14353001001;11;11
14353002001;25;25
14353003001;31;31
14353009001;4;4
14353010001;40;40
14353011001;105;105
14353013001;30;30
14353016001;11;11
14353017001;30;30
14353019001;73;73
14353023001;16;16
14353024001;31;31
14353025001;44;44
14353029001;4;4
14353030001;4;4
14353035001;4;4
14353036001;38;38
14353039001;22;22
14353040001;12;12
14353045001;12;12
14353047001;4;4
14353052001;14;14
14353073001;39;39
14353899001;33;33
14353900001;35;35
14360001001;9;9
14360007001;13;13
14360008001;29;29
14360019001;4;4
14360022001;21;21
14360044001;11;11
14360045001;28;28
14361002001;13;13
14361004001;9;9
14361007001;60;60
14361008001;10;10
14361009001;9;9
14361010001;24;24
14361011001;14;14
14361014001;17;17
14361015001;65;65
14361022001;15;15
14361034001;8;8
14361041001;25;25
14361044001;31;31
14361051001;4;4
14361054001;30;30
14361055001;14;14
14361061001;43;43
14361065001;25;25
14361070001;10;10
14361074001;26;26
14361081001;16;16
14361082001;29;29
14361083001;26;26
14361086001;14;14
14361093001;30;30
14361102001;13;13
14361104001;30;30
14361109001;8;8
14361112001;34;34
14361114001;109;109
14361115001;15;15
14361118001;11;11
14361120001;21;21
14361122001;4;4
14361124001;4;4
14361128001;38;38
14361129001;24;24
14361146001;11;11
14361149001;32;32
14361157001;11;11
14361158001;41;41
14361159001;16;16
14361160001;33;33
14361161001;31;31
14361162001;38;38
14361170001;29;29
14361177001;8;8
14361899001;13;13
14361902001;4;4
14362033001;48;48
14362902001;14;14
14364197001;4;4
14364198001;4;4
14370002001;54;54
14370003001;56;56
14370004001;66;66
14370007001;37;37
14370017001;42;42
14370020001;122;122
14370025001;38;38
14370029001;15;15
14370044001;14;14
14370045001;12;12
14370048001;14;14
14370069001;19;19
14370072001;38;38
14370076001;46;46
14370077001;15;15
14411001001;10;10
14411015001;17;17
14411016001;13;13
14411023001;26;26
14411901001;4;4
14412023001;35;35
14412037001;69;69
14412060001;4;4
14413010001;14;14
14500000001;421;421
14500003001;263;263
14500005001;272;272
14500007001;99;99
14500008001;668;668
14500010001;295;295
14500012001;26;26
14500013001;931;931
14500017001;37;37
14500018001;90;90
14500023001;250;250
14500024001;190;190
14500026001;129;129
14500037001;32;32
14500042001;24;24
14500048001;33;33
14500051001;56;56
14500058001;12;12
14500059001;12;12
14500064001;71;71
14500066001;15;15
14501002001;113;113
14501004001;231;231
14501005001;73;73
14501007001;36;36
14501010001;216;216
14501011001;51;51
14501012001;67;67
14501013001;694;694
14501014001;251;251
14501016001;128;128
14501017001;60;60
14501022001;128;128
14501026001;43;43
14501029001;69;69
14501031001;149;149
14501037001;43;43
14501038001;60;60
14501045001;166;166
14501047001;209;209
14501053001;109;109
14501058001;78;78
14501063001;212;212
14501065001;188;188
14501084001;62;62
14501086001;53;53
14501899001;39;39
14501902001;126;126
14501905001;4;4
14501926001;43;43
14501928001;163;163
14501929001;62;62
14501942001;92;92
14501943001;8;8
14501944001;12;12
14502002001;160;160
14502003001;182;182
14502004001;449;449
14502005001;28;28
14502006001;85;85
14502007001;106;106
14502008001;28;28
14502009001;499;499
14502011001;311;311
14502012001;240;240
14502014001;104;104
14502015001;127;127
14502018001;12;12
14502019001;142;142
14502020001;236;236
14502021001;39;39
14502022001;127;127
14502023001;69;69
14502026001;56;56
14502029001;67;67
14502044001;20;20
14502054001;71;71
14502068001;13;13
14502069001;10;10
14502077001;230;230
14502078001;973;973
14502080001;113;113
14502081001;1958;1958
14502111001;57;57
14503000001;278;278
14503002001;54;54
14503003001;377;377
14503005001;130;130
14503010001;224;224
14503013001;226;226
14503019001;148;148
14503024001;45;45
14503034001;54;54
14503047001;16;16
14503048001;25;25
14503049001;25;25
14504001001;115;115
14504002001;335;335
14504006001;285;285
14504008001;159;159
14504009001;258;258
14504012001;57;57
14504015001;188;188
14504027001;229;229
14504028001;182;182
14504055001;127;127
14504056001;12;12
14504076001;12;12
14505003001;45;45
14505005001;209;209
14505008001;87;87
14505011001;69;69
14505013001;349;349
14505014001;218;218
14505016001;189;189
14505020001;167;167
14505021001;141;141
14505031001;104;104
14505035001;11;11
14505039001;12;12
14505041001;586;586
14505043001;20;20
14505046001;14;14
14505048001;306;306
14505053001;12;12
14505059001;248;248
14505099001;79;79
14505105001;47;47
14505106001;83;83
14505115001;408;408
14505125001;73;73
14505138001;114;114
14505139001;66;66
14505148001;12;12
14505899001;488;488
14505911001;190;190
14505913001;9;9
14505917001;367;367
14505973001;16;16
14506001001;102;102
14506002001;12;12
14506004001;11;11
14506005001;21;21
14506006001;8;8
14506011001;12;12
14506012001;8;8
14506013001;10;10
14506014001;11;11
14506015001;12;12
14506021001;40;40
14506033001;12;12
14506036001;16;16
14506038001;12;12
14506041001;9;9
14506042001;35;35
14506044001;11;11
14506049001;13;13
14506057001;48;48
14506060001;12;12
14506062001;33;33
14506065001;40;40
14506066001;16;16
14506067001;68;68
14506069001;30;30
14506070001;14;14
14506072001;28;28
14506074001;11;11
14506076001;12;12
14506081001;12;12
14506082001;11;11
14506085001;53;53
14506087001;22;22
14506089001;36;36
14506090001;19;19
14506099001;21;21
14506103001;14;14
14506109001;12;12
14506111001;10;10
14506112001;11;11
14506124001;10;10
14506127001;4;4
14506129001;11;11
14506130001;12;12
14506131001;10;10
14506132001;4;4
14506135001;101;101
14506139001;18;18
14506140001;36;36
14506141001;13;13
14506143001;39;39
14506145001;13;13
14506150001;14;14
14506159001;11;11
14506164001;10;10
14506165001;11;11
14506171001;92;92
14506174001;67;67
14506190001;16;16
14506199001;102;102
14506204001;46;46
14506222001;12;12
14506225001;43;43
14506248001;11;11
14506262001;12;12
14506264001;46;46
14506286001;9;9
14506313001;266;266
14506314001;167;167
14506315001;31;31
14506328001;4;4
14506329001;10;10
14506334001;12;12
14506352001;68;68
14506357001;68;68
14506358001;24;24
14506366001;59;59
14506400001;10;10
14506488001;12;12
14506490001;13;13
14506887001;51;51
14507042001;25;25
14507044001;21;21
14507045001;13;13
14507047001;17;17
14507061001;14;14
14507076001;13;13
14507083001;10;10
14507085001;12;12
14507087001;10;10
14507202001;13;13
14508004001;74;74
14508013001;32;32
14508016001;58;58
14508022001;26;26
14508918001;16;16
14509001001;48;48
14509005001;13;13
14509007001;13;13
14509008001;21;21
14509013001;11;11
14509015001;12;12
14509016001;16;16
14509021001;68;68
14509024001;12;12
14509025001;4;4
14509026001;4;4
14509035001;104;104
14509036001;10;10
14509037001;4;4
14510014001;34;34
14511005001;29;29
14512015001;10;10
14512916001;26;26
14520044001;11;11
14520065001;51;51
14520067001;35;35
14520068001;51;51
14521148001;12;12
14521156001;29;29
14521157001;96;96
14521158001;45;45
14521178001;12;12
14521179001;13;13
14521180001;13;13
14521181001;13;13
14522044001;4;4
14522048001;38;38
14522049001;53;53
14522050001;24;24
14522051001;26;26
14522065001;18;18
14524015001;11;11
14600005001;98;98
14600007001;42;42
14600010001;26;26
14600011001;19;19
14600013001;19;19
14600017001;27;27
14600020001;12;12
14600022001;15;15
14600023001;83;83
14600032001;11;11
14600898001;14;14
14600899001;10;10
14600907001;19;19
14600912001;37;37
14600999001;4;4
14601001001;86;86
14601003001;50;50
14601004001;39;39
14601009001;11;11
14601015001;10;10
14601016001;4;4
14601027001;15;15
14601028001;15;15
14601047001;18;18
14601051001;11;11
14601063001;13;13
14601065001;7;7
14601067001;8;8
14601073001;31;31
14601999001;23;23
14602013001;72;72
14602022001;11;11
14602033001;4;4
14602034001;15;15
14602035001;42;42
14602036001;10;10
14602037001;4;4
14602049001;4;4
14602050001;38;38
14602052001;4;4
14602058001;4;4
14602060001;8;8
14602061001;4;4
14602063001;15;15
14602074001;12;12
14602085001;4;4
14602087001;14;14
14602089001;4;4
14602091001;19;19
14602092001;32;32
14602112001;14;14
14602113001;4;4
14602115001;8;8
14602116001;8;8
14602120001;4;4
14603001001;4;4
14603003001;19;19
14603004001;19;19
14603005001;27;27
14603010001;38;38
14603012001;34;34
14603013001;8;8
14603014001;23;23
14603019001;36;36
14603026001;13;13
14603030001;12;12
14603038001;10;10
14603116001;4;4
14604001001;4;4
14604042001;16;16
14610001001;113;113
14610002001;57;57
14610008001;38;38
14610009001;64;64
14610010001;62;62
14610011001;59;59
14611002001;42;42
14611007001;18;18
14611009001;12;12
14611010001;48;48
14611013001;27;27
14611014001;17;17
14611020001;13;13
14611022001;49;49
14611899001;10;10
14611901001;14;14
14612005001;13;13
14612012001;32;32
14612018002;31;31
14612031001;4;4
14612034001;27;27
14612035001;18;18
14612059001;20;20
14612075001;31;31
14612088001;28;28
14612900001;24;24
14612922001;4;4
14612946001;12;12
14613007001;55;55
14613013001;4;4
14613017001;26;26
14613018001;10;10
14613019001;22;22
14613024001;25;25
14613026001;29;29
14613899001;10;10
14613900001;47;47
14613902001;33;33
14613904001;33;33
14613907001;28;28
14613908001;35;35
14613918001;19;19
14614001001;12;12
14615002001;9;9
14615009001;40;40
14615011001;25;25
14615012001;25;25
14615013001;11;11
14615019001;61;61
14615021001;4;4
14615030001;26;26
14615031001;11;11
14615035001;14;14
14615038001;16;16
14615041001;37;37
14615048001;28;28
14615052001;11;11
14615057001;12;12
14615059001;4;4
14615061001;14;14
14615063001;4;4
14615067001;4;4
14615070001;135;135
14615072001;9;9
14615076001;4;4
14615079001;23;23
14615082001;36;36
14615083001;14;14
14615084001;34;34
14615107001;15;15
14615108001;49;49
14615114001;36;36
14615133001;458;458
14615897001;4;4
14615898001;45;45
14616001001;39;39
14616002001;137;137
14616006001;54;54
14616009001;76;76
14616013001;44;44
14616017001;14;14
14616018001;12;12
14616019001;16;16
14616020001;4;4
14616021001;11;11
14616022001;13;13
14616033001;11;11
14616038001;72;72
14616044001;12;12
14616053001;16;16
14616054001;29;29
14616060001;58;58
14616075001;20;20
14616194001;4;4
14616195001;4;4
14616203001;11;11
14620001001;58;58
14620006001;32;32
14620007001;4;4
14620012001;31;31
14620014001;91;91
14620019001;92;92
14620021001;30;30
14620022001;20;20
14620028001;23;23
14620030001;73;73
14620035001;4;4
14620036001;29;29
14620039001;42;42
14620042001;169;169
14620046001;73;73
14620051001;14;14
14620057001;28;28
14620060001;87;87
14620061001;41;41
14620062001;74;74
14620070001;23;23
14620072001;35;35
14620081001;24;24
14620083001;18;18
14620084001;45;45
14620092001;28;28
14620103001;26;26
14620107001;22;22
14620110001;21;21
14620111001;15;15
14620112001;14;14
14620113001;68;68
14620114001;38;38
14620115001;32;32
14620119001;33;33
14620133001;42;42
14620138001;4;4
14620149001;16;16
14620158001;34;34
14620168001;4;4
14620171001;35;35
14620178001;16;16
14620894001;69;69
14620907001;45;45
14620908001;69;69
14620909001;15;15
14620920001;19;19
14620922001;11;11
14620999001;21;21
14621005001;18;18
14621009001;7;7
14621012001;4;4
14621013001;80;80
14621017001;8;8
14621018001;18;18
14621021001;440;440
14621026001;27;27
14621029001;59;59
14621034001;61;61
14621035001;4;4
14621041001;52;52
14621044001;4;4
14621045001;33;33
14621048001;14;14
14621058001;17;17
14621062001;4;4
14621069001;54;54
14621070001;23;23
14621095001;32;32
14630050001;19;19
14630056001;9;9
14631013001;23;23
14631014001;12;12
14631018001;43;43
14631022001;11;11
14631028001;27;27
14631042001;4;4
14631043001;32;32
14631047001;17;17
14631064001;20;20
14631082001;19;19
14631100001;29;29
14631925001;37;37
14631944001;4;4
14631948001;11;11
14631949001;4;4
14632005001;9;9
14632009001;10;10
14632014001;60;60
14632022001;9;9
14632030001;78;78
14632044001;4;4
14632058001;22;22
14632059001;30;30
14632067001;8;8
14632071001;4;4
14632103001;15;15
14632186001;60;60
14632194001;23;23
14632215001;23;23
14632223001;4;4
14632295001;51;51
14632352001;9;9
14632449001;4;4
14632450001;19;19
14632482001;9;9
14633001001;39;39
14633039001;19;19
14633043001;12;12
14633045001;12;12
14633046001;4;4
14633108001;4;4
14633896001;38;38
14633897001;34;34
14633900001;27;27
14633934001;24;24
14633935001;21;21
14633936001;8;8
14633937001;21;21
14633938001;65;65
14634023001;12;12
14634027001;28;28
14634047001;36;36
14700007001;25;25
14700008001;4;4
14700026001;27;27
14700031001;4;4
14700035001;4;4
14700036001;19;19
14700037001;13;13
14700077001;91;91
14700078001;21;21
14701008002;11;11
14701012001;17;17
14701022001;14;14
14701045001;14;14
14701067001;4;4
14710006001;4;4
14710007001;10;10
14711001001;11;11
14711008001;25;25
14711014001;32;32
14720003001;24;24
14720022001;24;24
14720029001;24;24
14721003001;20;20
14721943001;64;64
14721944001;49;49
14730041001;54;54
14730898001;12;12
14730900001;28;28
14731905001;18;18
14740003001;4;4
14740006001;41;41
14740013001;54;54
14740016001;58;58
14740017001;11;11
14740018001;23;23
14740024001;11;11
14740035001;4;4
14740036001;27;27
14740037001;11;11
14740038001;41;41
14740050001;12;12
14740061001;24;24
14740074001;12;12
14741003001;12;12
14741008001;18;18
14741009001;9;9
14741010001;27;27
14741015001;4;4
14741017001;44;44
14741026001;72;72
14741028001;11;11
14741049001;4;4
14741050001;4;4
14741051001;4;4
14742018001;13;13
14742048001;86;86
14801002001;67;67
14801003001;24;24
14801012001;12;12
14801020001;55;55
14802005001;50;50
14802010001;32;32
14804001001;97;97
14804002001;228;228
14804004001;154;154
14804005001;167;167
14804007001;480;480
14804010001;117;117
14804012001;18;18
14804013001;17;17
14804014001;15;15
14804016001;135;135
14805001001;163;163
14805002001;181;181
14805004001;204;204
14805005001;134;134
14805010001;79;79
14805012001;722;722
14805013001;37;37
14805016001;272;272
14805017001;124;124
14805023001;69;69
14805028001;97;97
14805056001;102;102
14805059001;115;115
14805063001;193;193
14805066001;140;140
14805899001;331;331
14810001001;86;86
14810002001;67;67
14810004001;140;140
14810005001;51;51
14810006001;268;268
14810012001;199;199
14810013001;61;61
14810016001;143;143
14810017001;10;10
14810018001;65;65
14810023001;38;38
14810025001;56;56
14810030001;61;61
14810031001;12;12
14811004001;47;47
14811006001;102;102
14811007001;19;19
14820001001;18;18
14820004001;48;48
14820008001;1002;1002
14820009001;56;56
14820012001;83;83
14820013001;102;102
14820014001;75;75
14820015001;112;112
14820017001;235;235
14820023001;28;28
14820028001;256;256
14820029001;22;22
14820035001;13;13
14820045001;22;22
14821001001;48;48
14821003001;130;130
14821006001;25;25
14821011001;13;13
14822008001;23;23
14822009001;23;23
14822010001;23;23
14822014001;59;59
14822017001;4;4
14822018001;19;19
14822021001;24;24
14822024001;19;19
14822025001;20;20
14822026001;28;28
14822037001;85;85
14822044001;10;10
14822046001;113;113
14822049001;19;19
14822050001;18;18
14822053001;12;12
14822062001;9;9
14822063001;226;226
14822095001;4;4
14822104001;4;4
14822112001;39;39
14822115001;14;14
14822899001;18;18
14822925001;17;17
14822926001;15;15
14822965001;20;20
14830001001;53;53
14830002001;200;200
14830005001;47;47
14830009001;106;106
14830010001;415;415
14830011001;42;42
14830012001;90;90
14830013001;32;32
14830017001;32;32
14830018001;29;29
14830026001;41;41
14830029001;72;72
14830039001;61;61
14830045001;50;50
14830048001;47;47
14830063001;27;27
14830069001;91;91
14830072001;130;130
14830073001;151;151
14831002001;73;73
14831005001;46;46
14831007001;434;434
14831008001;64;64
14831009001;228;228
14831011001;63;63
14831013001;189;189
14831020001;233;233
14831021001;65;65
14831022001;66;66
14831027001;43;43
14832003001;52;52
14832005001;127;127
14832009001;12;12
14832012001;51;51
14832018001;206;206
14832021001;150;150
14832024001;16;16
14832037001;21;21
14832043001;105;105
14832044001;4;4
14832052001;61;61
14832054001;61;61
14832057001;50;50
14832909001;23;23
14833003001;64;64
14833005001;19;19
14833011001;82;82
14833017001;9;9
14833024001;143;143
14833033001;12;12
14833035001;47;47
14833036001;39;39
14833037001;15;15
14833040001;19;19
14833049001;34;34
14833052001;69;69
14833056001;176;176
14833058001;25;25
14833059001;529;529
14833060001;529;529
14833063001;23;23
14833066001;159;159
14833069001;24;24
14833072001;51;51
14833075001;92;92
14833077001;12;12
14833078001;45;45
14833079001;4;4
14833086001;19;19
14840003001;386;386
14840005001;48;48
14840006001;168;168
14840017001;74;74
14840018001;78;78
14840022001;186;186
14841001001;126;126
14841002001;48;48
14841003001;23;23
14850001001;68;68
14850003001;4;4
14850010001;89;89
14850011001;77;77
14850019001;29;29
14850020001;11;11
14850034001;22;22
14850042001;12;12
14850060001;4;4
14850082001;60;60
14850093001;23;23
14850102001;10;10
14850103001;4;4
14850126001;13;13
14850133001;4;4
14850175001;4;4
14850194001;19;19
14850195001;22;22
14851001001;14;14
14851006001;8;8
14851009001;10;10
14851010001;32;32
14851014001;21;21
14851023001;11;11
14851025001;24;24
14851032001;14;14
14851034001;42;42
14851063001;46;46
14851071001;28;28
14851072001;42;42
14851121001;26;26
14852005001;96;96
14852006001;24;24
14852008001;24;24
14852009001;68;68
14852011001;24;24
14852012001;24;24
14852016001;68;68
14852019001;322;322
14852020001;24;24
14852031001;24;24
14852044001;1217;1217
14852062001;80;80
14852064001;54;54
14852898001;24;24
14852899001;24;24
14853003001;338;338
14853013001;208;208
14853031001;60;60
14853046001;32;32
14853047001;32;32
14853048001;189;189
14853049001;189;189
14854027001;42;42
15020001001;347;347
15020007001;77;77
15020010001;1455;1455
15020046001;721;721
15020047001;1246;1246
15020050001;1271;1271
15020920001;1176;1176
15020922001;365;365
15020925001;135;135
15021001001;621;621
15021003001;389;389
15021035001;476;476
15021042001;476;476
15021047001;293;293
15021057001;162;162
15021060001;173;173
15022004001;1538;1538
15022005001;1654;1654
15022009001;124;124
15022013001;286;286
15022014001;96;96
15022017001;438;438
15022019001;54;54
15022021001;295;295
15022026001;5010;5010
15023001001;562;562
15023003001;240;240
15023004001;305;305
15023005001;365;365
15023008001;365;365
15023011001;374;374
15023012001;422;422
15023013001;346;346
15023017001;776;776
15023020001;381;381
15023035001;828;828
15023036001;96;96
15023038001;96;96
15024004001;388;388
15024011001;1514;1514
15024014001;187;187
15081020001;26;26
30000004001;4;4
30000056001;14;14
30001041001;12;12
30001907001;13;13
30002001001;30;30
30003001001;10;10
30005001001;11;11
30010002001;22;22
30010005001;22;22
30011002001;15;15
30013002001;18;18
30045078002;40;40
30045079001;16;16
30071041001;18;18
30071043001;9;9
30071044001;4;4
30071051001;12;12
30073007001;4;4
30073017001;23;23
30073022001;4;4
30073068001;26;26
30435004001;12;12
30450006001;18;18
30450011001;41;41
30450013001;19;19
30450034001;26;26
30450039001;4;4
31042914001;4;4
31118021001;12;12
31118023001;12;12
31170002001;12;12
31175002001;4;4
31182015001;4;4
31214010001;12;12
31225014001;35;35
31226017001;12;12
31227009001;4;4
31235015001;25;25
31235016001;31;31
31236026001;13;13
31236027001;33;33
31240002001;33;33
31244001001;22;22
31244002001;69;69
31250003001;4;4
31251002001;4;4
31253001001;4;4
31253002001;19;19
31253004001;16;16
31254009001;18;18
31254899001;33;33
31255010001;26;26
31258003001;14;14
31258006001;14;14
31260001001;4;4
31268003001;12;12
31270006001;8;8
31271003001;18;18
31273002001;42;42
31401023001;42;42
31403064001;4;4
31420003001;10;10
31421003001;41;41
31421011001;27;27
31421034001;16;16
31421035001;17;17
31421038001;24;24
31421039001;32;32
31421040001;15;15
31421041001;36;36
31421049001;4;4
31422002001;26;26
31422011001;19;19
31422013001;29;29
31422014001;25;25
31422019001;26;26
31422898001;39;39
31423001001;19;19
31423013001;12;12
31423019001;32;32
31423896001;12;12
31423897001;4;4
31423902001;46;46
31424001001;12;12
31424002001;22;22
31455002001;11;11
31455003001;26;26
31455016001;26;26
31466156001;17;17
31473013001;21;21
31500006001;32;32
31500008001;12;12
31500014001;29;29
31500015001;27;27
31500022004;19;19
31500025002;24;24
31500030001;16;16
31500032001;32;32
31501003001;25;25
31501007001;32;32
31501010001;36;36
31501013001;31;31
31501021001;26;26
31501901003;24;24
31501903003;26;26
31501904001;22;22
31501907002;19;19
31502003001;27;27
31502006001;31;31
31502010001;22;22
31502012001;34;34
31502025001;27;27
31502032004;25;25
31502034001;21;21
31502037001;21;21
31502041001;4;4
31503003001;27;27
31504009001;38;38
31504015001;27;27
31530003001;33;33
31530005001;46;46
31530008001;11;11
31530011001;20;20
31530027001;22;22
31530043001;12;12
31530107001;32;32
31530108001;17;17
31531002001;32;32
31531021001;29;29
31531022001;17;17
31531042001;32;32
31531047001;4;4
31531056001;25;25
31532003001;13;13
31532060001;11;11
31532098001;18;18
31532099001;15;15
31532100001;13;13
31533003001;13;13
31533005001;25;25
31533008001;23;23
31533034001;4;4
31533084001;8;8
31533085001;23;23
31533096001;27;27
31533097001;11;11
31533309001;22;22
31543032001;4;4
31545005001;27;27
31545011001;4;4
31546020001;22;22
31552006001;4;4
31553006001;10;10
31556012001;14;14
31563039001;37;37
31564005001;12;12
31564007001;24;24
31567004001;30;30
31567010001;29;29
31567018001;51;51
31567025001;51;51
31567030001;16;16
31567031001;49;49
31567037001;11;11
31567051001;4;4
31567052001;20;20
31567056001;4;4
31568007001;26;26
31568011001;24;24
31568012001;13;13
31568016001;13;13
31568019001;7;7
31568028001;7;7
31568043001;4;4
31580049002;8;8
31602031001;4;4
31602059001;8;8
31607015001;9;9
31611044001;4;4
31611047001;11;11
31623006001;23;23
31623026001;26;26
31623898001;27;27
31623904001;15;15
31628003001;20;20
31644022001;27;27
31707014001;11;11
31707023001;11;11
31707041001;4;4
31707055001;4;4
31707075001;23;23
31707076001;9;9
31707086001;23;23
31707941001;16;16
31709944001;26;26
31709974001;13;13
31753028001;8;8
31761004001;4;4
31762003001;9;9
31762007001;26;26
31762009001;9;9
31762901001;11;11
31821064001;12;12
31821065001;9;9
31822063001;63;63
31822064001;15;15
31827020001;11;11
31827023001;17;17
31912024001;9;9
31912036001;8;8
31914003001;19;19
32400180001;17;17
32410009001;35;35
32410016001;35;35
32410019001;35;35
32410022001;41;41
32410035001;39;39
32410102001;45;45
32412056001;45;45
32420004001;8;8
32420014001;4;4
32420015001;4;4
32421010001;23;23
32421016001;4;4
32424001001;23;23
32431010001;45;45
32431020001;14;14
32431035001;33;33
32431036001;33;33
32431040001;33;33
32431067001;4;4
32470025001;14;14
32470079001;4;4
32470093001;15;15
32500008001;91;91
32501007001;19;19
32501008001;39;39
32501100001;58;58
32502011001;486;486
32503007003;4;4
32503008003;4;4
32503035001;4;4
32503040003;4;4
32504024001;83;83
32504025002;41;41
32504043005;35;35
32510002001;24;24
32511012001;28;28
32511021001;4;4
32514005001;4;4
32517006001;57;57
32517009001;20;20
32523001001;4;4
32524007001;4;4
32524032001;4;4
32600042001;14;14
33550920001;12;12
33550938001;10;10
33551004001;12;12
33551902001;48;48
33551908001;12;12
34123005001;8;8
34511006001;8;8
35131010001;4;4
35300004001;4;4
35301005001;32;32
35301020001;16;16
35302003001;35;35
35302015001;35;35
35302038001;12;12
35302040001;40;40
35307005001;46;46
35307925001;31;31
35311004001;4;4
35750013001;172;172
35751018001;33;33
35751019001;46;46
35751021001;19;19
35752005001;46;46
41100017001;4;4
41212906001;4;4
41212916001;12;12
41220010001;4;4
41223020001;4;4
41232043001;4;4
41232047001;4;4
41232052001;4;4
41234002001;4;4
41234006001;4;4
41244001001;4;4
41300016001;10;10
41301002001;4;4
41302008001;4;4
41302901001;4;4
41303049001;4;4
41303054001;4;4
41310001001;4;4
41313936001;4;4
41332022001;4;4
41333047001;4;4
41401011001;4;4
41401022001;4;4
41401031001;4;4
41401040001;4;4
41401071001;4;4
41414006001;4;4
41417001001;4;4
41417013001;14;14
41420006001;4;4
41422018001;4;4
41521020001;8;8
41521089001;4;4
41522003001;28;28
41522089001;12;12
41601014001;4;4
41601020001;4;4
42014003001;29;29
42015012001;4;4
42613064002;4;4
60011899001;96;96
60014001010;4;4
61062008001;22;22
61063005002;20;20
61064012003;30;30
61064105002;40;40
61064195002;4;4
61064197001;23;23
61080007004;35;35
61080010003;12;12
61080025003;8;8
65011150001;4;4
65090016001;4;4
65106030001;15;15
65106036001;4;4
65106084001;15;15
