item_code;pre_t_order_count;sku_status
14506150001;17;historical
14506159001;31;historical
14506164001;29;historical
14506165001;4;historical
14506171001;4;historical
14506174001;16;historical
14506190001;24;historical
14506199001;2;historical
14506204001;15;historical
14506222001;5;historical
14506225001;13;historical
14506248001;2;historical
14506262001;3;historical
14506264001;1;new
14506286001;28;historical
14506313001;8;historical
14506314001;22;historical
14506315001;10;historical
14506328001;2;historical
14506329001;3;historical
14506334001;7;historical
14506352001;25;historical
14506357001;1;new
14506358001;6;historical
14506366001;1;new
14506400001;9;historical
14506488001;1;new
14506490001;58;historical
14506887001;30;historical
14507042001;9;historical
14507044001;5;historical
14507045001;7;historical
14507047001;7;historical
14507076001;12;historical
14507083001;9;historical
14507085001;9;historical
14507087001;7;historical
14507202001;3;historical
14508004001;90;historical
14508013001;19;historical
14508022001;1;new
14509001001;163;historical
14509005001;11;historical
14509007001;9;historical
14509008001;123;historical
14509015001;10;historical
14509016001;19;historical
14509021001;1;new
14509024001;3;historical
14509026001;3;historical
14509035001;1;new
14509036001;20;historical
14509037001;1;new
14511005001;10;historical
14512015001;6;historical
14512916001;8;historical
14520044001;4;historical
14520065001;168;historical
14520067001;37;historical
14520068001;91;historical
14521148001;2;historical
14521156001;42;historical
14521157001;194;historical
14521158001;113;historical
14521178001;27;historical
14521179001;19;historical
14521180001;19;historical
14521181001;21;historical
14522048001;21;historical
14522049001;28;historical
14522050001;35;historical
14522051001;37;historical
14522065001;17;historical
14524015001;4;historical
14600005001;247;historical
14600007001;13;historical
14600010001;1;new
14600011001;31;historical
14600013001;44;historical
14600017001;14;historical
14600020001;13;historical
14600022001;7;historical
14600023001;119;historical
14600032001;14;historical
14600898001;31;historical
14600899001;18;historical
14600907001;6;historical
14600912001;12;historical
14600999001;2;historical
14601001001;25;historical
14601003001;21;historical
14601004001;61;historical
14601009001;4;historical
14601015001;11;historical
14601016001;3;historical
14601027001;9;historical
14601028001;3;historical
14601047001;27;historical
14601051001;12;historical
14601063001;8;historical
14601065001;19;historical
14601067001;11;historical
14601073001;5;historical
14601999001;26;historical
14602013001;1;new
14602022001;9;historical
14602033001;1;new
14602034001;5;historical
14602035001;6;historical
14602037001;4;historical
14602049001;6;historical
14602050001;8;historical
14602052001;2;historical
14602058001;8;historical
14602060001;9;historical
14602061001;5;historical
14602063001;13;historical
14602074001;3;historical
14602091001;1;new
14602116001;3;historical
14602120001;1;new
14603003001;61;historical
14603004001;23;historical
14603005001;28;historical
14603010001;15;historical
14603012001;13;historical
14603019001;10;historical
14603026001;5;historical
14603038001;10;historical
14604001001;2;historical
14604042001;4;historical
14610001001;29;historical
14610002001;167;historical
14610008001;8;historical
14610009001;15;historical
14610010001;18;historical
14610011001;23;historical
14611002001;140;historical
14611007001;7;historical
14611010001;506;historical
14611013001;18;historical
14611020001;19;historical
14611022001;158;historical
14611901001;9;historical
14612005001;13;historical
14612012001;9;historical
14612018002;160;historical
14612031001;2;historical
14612034001;38;historical
14612035001;12;historical
14612059001;13;historical
14612075001;31;historical
14612088001;35;historical
14612900001;68;historical
14612922001;1;new
14612946001;3;historical
14613007001;27;historical
14613017001;1;new
14613018001;14;historical
14613019001;54;historical
14613024001;22;historical
14613026001;97;historical
14613899001;9;historical
14613900001;41;historical
14613902001;78;historical
14613904001;61;historical
14613907001;46;historical
14613908001;34;historical
14613918001;2;historical
14614001001;3;historical
14615002001;17;historical
14615009001;44;historical
14615011001;3;historical
14615012001;3;historical
14615013001;10;historical
14615019001;8;historical
14615021001;3;historical
14615030001;8;historical
14615031001;1;new
14615035001;2;historical
14615038001;28;historical
14615041001;24;historical
14615048001;3;historical
14615052001;14;historical
14615057001;2;historical
14615059001;1;new
14615061001;8;historical
14615063001;4;historical
14615067001;3;historical
14615070001;54;historical
14615072001;6;historical
14615076001;1;new
14615082001;35;historical
14615084001;110;historical
14615107001;15;historical
14615108001;31;historical
14615114001;11;historical
14615133001;43;historical
14615897001;4;historical
14615898001;4;historical
14616002001;77;historical
14616006001;162;historical
14616009001;7;historical
14616017001;19;historical
14616019001;21;historical
14616020001;2;historical
14616021001;12;historical
14616022001;10;historical
14616033001;7;historical
14616038001;1;new
14616044001;2;historical
14616053001;1;new
14616054001;35;historical
14616060001;2;historical
14616075001;1;new
14616203001;3;historical
14620001001;10;historical
14620006001;132;historical
14620007001;2;historical
14620012001;7;historical
14620014001;158;historical
14620019001;11;historical
14620021001;40;historical
14620028001;4;historical
14620030001;74;historical
14620035001;1;new
14620036001;4;historical
14620042001;42;historical
14620046001;1;new
14620051001;20;historical
14620057001;46;historical
14620060001;6;historical
14620062001;57;historical
14620070001;12;historical
14620072001;3;historical
14620081001;4;historical
14620083001;7;historical
14620084001;5;historical
14620092001;7;historical
14620107001;10;historical
14620110001;23;historical
14620111001;12;historical
14620112001;8;historical
14620113001;6;historical
14620114001;31;historical
14620115001;2;historical
14620119001;13;historical
14620124001;1;new
14620133001;15;historical
14620138001;4;historical
14620149001;7;historical
14620158001;11;historical
14620171001;4;historical
14620178001;2;historical
14620894001;35;historical
14620907001;187;historical
14620908001;45;historical
14620909001;6;historical
14620920001;5;historical
14620922001;10;historical
14620999001;36;historical
14621005001;22;historical
14621009001;15;historical
14621012001;8;historical
14621013001;12;historical
14621021001;8;historical
14621034001;10;historical
14621035001;2;historical
14621044001;1;new
14621045001;20;historical
14621048001;15;historical
14621058001;12;historical
14621069001;103;historical
14621070001;13;historical
14621095001;11;historical
14630050001;3;historical
14630056001;11;historical
14631013001;2;historical
14631014001;2;historical
14631018001;31;historical
14631022001;4;historical
14631028001;6;historical
14631042001;1;new
14631043001;6;historical
