title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;item_code_resolution_status;master_candidate_count;order_supported_master_candidates;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;discount_numeric;promo_numeric;carton_length_cm;carton_width_cm;carton_height_cm;carton_weight;units_per_carton;inventory_quantity;is_new_product;item_role;log_capacity;log_price_per_piece;log_estimation_discount;log_shelf_life;Promo_normalized;log_capacity_normalized;log_price_per_piece_normalized;log_estimation_discount_normalized;log_shelf_life_normalized;cluster;distance_to_new_product;same_cluster_as_new;new_product_first
津津蘆筍汁245mlx24;飲料零食;189.0;津津;規格：245ml毫升x1x24Bottle瓶;津津蘆筍汁Can245ml;0.0;1;245.0;24.0;212;0.00%;1;10015007001;unique_master_match;1;1;ml;24;bottle;7.875;0.0;0.0;volume;month;0.0;1.0;33.0;22.0;14.0;7.26;24.0;12170.0;0;historical;5.5053315359323625;2.1832383353614797;0.0;3.2188758248682006;0.6695340634119862;-0.6717808210919419;-1.4661383195292075;-1.3370950989909725;1.5349737149444564;56;3.295752614939717;1;1
悅氏Light鹼性水720ml;飲料零食;259.0;悅氏;規格：720ml毫升x1x20Bottle瓶;悅氏Light鹼性水720ml;0.0;1;720.0;12.0;641;0.00%;1;10040066001;unique_master_match;1;1;ml;20;bottle;12.95;0.0;0.0;volume;month;0.0;1.0;37.0;30.0;25.0;16.0;20.0;5204.0;0;historical;6.580639137284949;2.6354795082673745;0.0;2.5649493574615367;0.6695340634119862;0.4269621688948833;-0.8328359277240547;-1.3370950989909725;-0.298269996961929;75;3.312334023647017;1;1
美粒果柳橙汁Pet1250ml;飲料零食;39.0;美粒果;規格：1250ml毫升x1x1Bottle瓶;雪碧汽水1250ml;52.0;1;1250.0;9.0;27;25.00%;1;10001010001;unique_master_match;1;1;ml;1;bottle;39.0;52.0;25.0;volume;month;25.0;1.0;37.0;28.0;29.0;11.02;12.0;811.0;0;historical;7.1316985104669115;3.6888794541139363;3.258096538021482;2.302585092994046;0.6695340634119862;0.9900313991212992;0.6423077460494622;1.1577678259274715;-1.0337925091052724;44;3.314283901455565;1;1
美粒果柳橙汁Pet1250ml;飲料零食;39.0;美粒果;規格：1250ml毫升x1x1Bottle瓶;美粒果柳橙汁Pet1250ml;52.0;1;1250.0;9.0;120;25.00%;1;10012004001;unique_master_match;1;1;ml;1;bottle;39.0;52.0;25.0;volume;month;25.0;1.0;36.0;27.0;30.0;16.2;12.0;6308.0;0;historical;7.1316985104669115;3.6888794541139363;3.258096538021482;2.302585092994046;0.6695340634119862;0.9900313991212992;0.6423077460494622;1.1577678259274715;-1.0337925091052724;44;3.314283901455565;1;1
美粒果白葡萄加蘆薈Pet1250ml;飲料零食;39.0;美粒果;規格：1250ml毫升x1x1BOTTLE瓶;美粒果白葡萄加蘆薈Pet1250ml;52.0;1;1250.0;9.0;181;25.00%;1;10014092001;unique_master_match;1;1;ml;1;bottle;39.0;52.0;25.0;volume;month;25.0;1.0;37.0;26.0;28.0;16.31;12.0;938.333333;0;historical;7.1316985104669115;3.6888794541139363;3.258096538021482;2.302585092994046;0.6695340634119862;0.9900313991212992;0.6423077460494622;1.1577678259274715;-1.0337925091052724;44;3.314283901455565;1;1
黑松蜜桃C/TP300ml;飲料零食;48.0;黑松;規格：300ml毫升x1x6Bottle瓶;黑松蜜桃C/TP300ml;0.0;1;300.0;12.0;150;0.00%;1;10014033001;unique_master_match;1;1;ml;6;bottle;8.0;0.0;0.0;volume;month;0.0;1.0;35.0;20.0;13.0;7.93;24.0;10296.0;0;historical;5.707110264748875;2.1972245773362196;0.0;2.5649493574615367;0.6695340634119862;-0.4656045013702875;-1.446552485629888;-1.3370950989909725;-0.298269996961929;181;3.3597757583719563;1;1
波蜜芭樂汁300ml;飲料零食;48.0;波蜜;規格：300ml毫升x1x6Bottle瓶;波蜜芭樂汁300ml;0.0;1;300.0;12.0;168;0.00%;1;10014069001;unique_master_match;1;1;ml;6;bottle;8.0;0.0;0.0;volume;month;0.0;1.0;35.0;20.0;13.0;7.97;24.0;6478.0;0;historical;5.707110264748875;2.1972245773362196;0.0;2.5649493574615367;0.6695340634119862;-0.4656045013702875;-1.446552485629888;-1.3370950989909725;-0.298269996961929;181;3.3597757583719563;1;1
【限量】李時珍養氣人蔘精華飲35mlx18入(無提袋);飲料零食;499.0;李時珍;規格：35ml毫升x18x1BOX盒;李時珍養氣人蔘精華飲35mlx18入;840.0;1;35.0;25.0;363;40.60%;1;10023106001;unique_master_match;1;1;ml;18;box;27.722222;46.666667;40.595238;volume;month;40.6;1.0;35.0;24.0;22.0;3.73;4.0;107.0;0;historical;3.58351893845611;3.3576711088753206;3.727985689561049;3.258096538021482;0.6695340634119862;-2.6354776431820435;0.17849540477665815;1.5175819104141604;1.6449266367918967;84;3.3684947234194094;1;1
阿薩姆蘋果奶茶TP250ml;飲料零食;48.0;;規格：250ml毫升x1x6Bottle瓶;阿薩姆蘋果奶茶TP250ml;0.0;1;250.0;12.0;456;0.00%;1;10032046001;unique_master_match;1;1;ml;6;bottle;8.0;0.0;0.0;volume;month;0.0;1.0;41.0;24.0;8.0;6.22;24.0;6828.0;0;historical;5.5254529391317835;2.1972245773362196;0.0;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.446552485629888;-1.3370950989909725;-0.298269996961929;181;3.368523236451614;1;1
家樂福竹炭水600ml;飲料零食;54.0;家樂福;規格：600ml毫升x1x6Bottle瓶;家福竹炭水600ml;0.0;1;600.0;12.0;611;0.00%;1;10040020001;unique_master_match;1;1;ml;6;bottle;9.0;0.0;0.0;volume;month;0.0;1.0;41.0;28.0;24.0;15.15;24.0;5924.0;0;historical;6.398594934535208;2.302585092994046;0.0;2.5649493574615367;0.6695340634119862;0.24095047197446526;-1.299009381274349;-1.3370950989909725;-0.298269996961929;75;3.3743485813694565;1;1
金車冰淇淋汽水Pet 2000ml;飲料零食;270.0;金車;規格：2000ml毫升x1x6Bottle瓶;金車冰淇淋汽水Pet 2000ml;360.0;1;2000.0;11.0;70;25.00%;1;10002078001;unique_master_match;1;1;ml;6;bottle;45.0;60.0;25.0;volume;month;25.0;1.0;34.0;23.0;30.0;13.31;6.0;168.0;0;historical;7.601402334583733;3.828641396489095;3.258096538021482;2.4849066497880004;0.6695340634119862;1.4699720072498026;0.8380253801179995;1.1577678259274715;-0.5226649371276071;141;3.3747628809226438;1;1
波蜜果菜汁Can240ml;飲料零食;159.0;波蜜;規格：240ml毫升x1x24Can罐;波蜜果菜汁Can240ml;0.0;1;240.0;24.0;98;0.00%;1;10010018001;unique_master_match;1;1;ml;24;can;6.625;0.0;0.0;volume;month;0.0;1.0;40.0;27.0;10.0;7.25;24.0;3338.0;0;historical;5.484796933490655;2.031432322493475;0.0;3.2188758248682006;0.6695340634119862;-0.6927629572329052;-1.6787220398967388;-1.3370950989909725;1.5349737149444564;56;3.376799973291344;1;1
古道百香綠茶 Pet 2000ml;飲料零食;53.0;古道;規格：2000ml毫升x1x1Bottle瓶;古道百香綠茶 Pet 2000ml;75.0;1;2000.0;12.0;563;29.33%;1;10034057001;unique_master_match;1;1;ml;1;bottle;53.0;75.0;29.333333;volume;month;29.33;1.0;38.0;22.0;31.0;18.0;8.0;330.0;0;historical;7.601402334583733;3.9889840465642745;3.412247206859729;2.5649493574615367;0.6695340634119862;1.4699720072498026;1.0625635024399978;1.2758075414631773;-0.298269996961929;141;3.399004069150867;1;1
維大力蘋果風味氣水2000ml;飲料零食;34.0;維大力;規格：2000ml毫升x1x1Bottle瓶;維大力蘋果風味氣水2000ml;0.0;1;2000.0;9.0;79;0.00%;0;10002918001;unique_master_match;1;1;ml;1;bottle;34.0;0.0;0.0;volume;month;0.0;0.0;35.0;23.0;31.0;13.45;6.0;55.333333;0;historical;7.601402334583733;3.5553480614894135;0.0;2.302585092994046;-1.4935759876113537;1.4699720072498026;0.4553151513973602;-1.3370950989909725;-1.0337925091052724;91;3.401588346341265;1;1
囍瑞100純天然蘋果原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100純天然蘋果原汁1L;99.0;1;1000.0;12.0;113;10.10%;1;10011007001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.10101;volume;month;10.1;1.0;36.0;20.0;20.0;13.28;12.0;199.0;0;historical;6.90875477931522;4.499809670330265;2.4070360951698504;2.5649493574615367;0.6695340634119862;0.7622288043509237;1.7779054675416102;0.5060746913144024;-0.298269996961929;29;3.4121094639440583;1;1
囍瑞100純天然柳橙原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100純天然柳橙原汁1L;99.0;1;1000.0;12.0;119;10.10%;1;10012002001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.10101;volume;month;10.1;1.0;36.0;20.0;20.0;13.28;12.0;84.0;0;historical;6.90875477931522;4.499809670330265;2.4070360951698504;2.5649493574615367;0.6695340634119862;0.7622288043509237;1.7779054675416102;0.5060746913144024;-0.298269996961929;29;3.4121094639440583;1;1
囍瑞100純天然紅葡萄原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100純天然紅葡萄原汁1L;99.0;1;1000.0;12.0;128;10.10%;1;10013004001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.10101;volume;month;10.1;1.0;36.0;20.0;20.0;13.28;12.0;150.0;0;historical;6.90875477931522;4.499809670330265;2.4070360951698504;2.5649493574615367;0.6695340634119862;0.7622288043509237;1.7779054675416102;0.5060746913144024;-0.298269996961929;29;3.4121094639440583;1;1
囍瑞100純天然蘋果原汁1L;飲料零食;89.0;囍瑞;規格：1000ml毫升x1x1Bottle瓶;囍瑞100覆盆莓綜合原汁1L;99.0;1;1000.0;12.0;155;10.10%;1;10014043001;unique_master_match;1;1;ml;1;bottle;89.0;99.0;10.10101;volume;month;10.1;1.0;36.0;20.0;20.0;13.3;12.0;139.0;0;historical;6.90875477931522;4.499809670330265;2.4070360951698504;2.5649493574615367;0.6695340634119862;0.7622288043509237;1.7779054675416102;0.5060746913144024;-0.298269996961929;29;3.4121094639440583;1;1
白蘭氏兒童學進雞精41mlx6;飲料零食;369.0;白蘭氏;規格：41ml毫升x6x1BoX盒;白蘭氏兒童學進雞精41mlx6;0.0;1;41.0;24.0;351;0.00%;0;10023073001;unique_master_match;1;1;ml;6;box;61.5;0.0;0.0;volume;month;0.0;0.0;31.0;21.0;16.0;6.7;6.0;198.0;0;historical;3.7376696182833684;4.135166556742356;0.0;3.2188758248682006;-1.4935759876113537;-2.47796738411863;1.2672722704210244;-1.3370950989909725;1.5349737149444564;199;3.4174464559712776;1;1
Red Bull 紅牛能量飲料-無糖250mlx4;飲料零食;199.0;紅牛;規格：250ml毫升x4x1Bottle瓶;紅牛能量飲料4入;0.0;1;250.0;12.0;303;0.00%;1;10022011001;unique_master_match;1;1;ml;4;bottle;49.75;0.0;0.0;volume;month;0.0;1.0;33.0;22.0;14.0;6.75;6.0;864.0;0;historical;5.5254529391317835;3.926911617921897;0.0;2.5649493574615367;0.6695340634119862;-0.6512208895093387;0.9756394895913214;-1.3370950989909725;-0.298269996961929;128;3.4346709515525404;1;1
富維克礦泉水1500ml;飲料零食;540.0;富維克;規格：1500ml毫升x1x6Bottle瓶;富維克礦泉水1500ml;0.0;1;1500.0;24.0;615;0.00%;0;10040024001;unique_master_match;1;1;ml;6;bottle;90.0;0.0;0.0;volume;month;0.0;0.0;25.0;17.0;31.0;9.4;6.0;556.0;0;historical;7.313886831633462;4.51085950651685;0.0;3.2188758248682006;-1.4935759876113537;1.1761903553933644;1.7933792636160677;-1.3370950989909725;1.5349737149444564;10;3.435135373917869;1;1
悅氏Light鹼性水6000ml;飲料零食;92.0;悅氏;規格：6000ml毫升x1x2Bucket桶;悅氏Light鹼性水6000ml;98.0;1;6000.0;12.0;610;6.12%;0;10040019001;unique_master_match;1;1;ml;2;bucket;46.0;49.0;6.122449;volume;month;6.12;0.0;35.0;18.0;35.0;12.7;2.0;1776.0;0;historical;8.699681400989514;3.8501476017100584;1.96325162695713;2.5649493574615367;-1.4935759876113537;2.592187105278248;0.8681419020560024;0.16625007179256568;-0.298269996961929;70;3.4380271281061225;1;1
紅牌速纖纖維飲料TP250ml;飲料零食;159.0;紅牌;規格：250ml毫升x1x24Bottle瓶;紅牌速纖纖維飲料TP250ml;0.0;1;250.0;12.0;92;0.00%;1;10010004001;unique_master_match;1;1;ml;24;bottle;6.625;0.0;0.0;volume;month;0.0;1.0;35.0;20.0;11.0;6.73;24.0;30886.0;0;historical;5.5254529391317835;2.031432322493475;0.0;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.6787220398967388;-1.3370950989909725;-0.298269996961929;34;3.452546344675339;1;1
開喜凍頂烏龍茶微糖TP 250ml;飲料零食;159.0;開喜;規格：250ml毫升x1x24Bottle瓶;開喜凍頂烏龍茶微糖TP 250ml;0.0;1;250.0;12.0;392;0.00%;1;10030013001;unique_master_match;1;1;ml;24;bottle;6.625;0.0;0.0;volume;month;0.0;1.0;35.0;20.0;11.0;6.58;24.0;26892.0;0;historical;5.5254529391317835;2.031432322493475;0.0;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.6787220398967388;-1.3370950989909725;-0.298269996961929;34;3.452546344675339;1;1
愛之味麥仔茶 TP250ml;飲料零食;159.0;愛之味;規格：250ml毫升x1x24Bottle瓶;愛之味麥仔茶 TP250ml;0.0;1;250.0;12.0;583;0.00%;1;10035035001;unique_master_match;1;1;ml;24;bottle;6.625;0.0;0.0;volume;month;0.0;1.0;35.0;20.0;11.0;6.57;24.0;54241.0;0;historical;5.5254529391317835;2.031432322493475;0.0;2.5649493574615367;0.6695340634119862;-0.6512208895093387;-1.6787220398967388;-1.3370950989909725;-0.298269996961929;34;3.452546344675339;1;1
白蘭氏雙認證雞精68mlx19(裸瓶裝);飲料零食;959.0;白蘭氏;規格：68ml毫升x19x1BoX盒;白蘭氏雙認證雞精68mlx19;0.0;1;68.0;36.0;340;0.00%;0;10023049001;unique_master_match;1;1;ml;19;box;50.473684;0.0;0.0;volume;month;0.0;0.0;37.0;32.0;20.0;10.33;3.0;129.0;0;historical;4.23410650459726;3.941070686778397;0.0;3.6109179126442243;-1.4935759876113537;-1.9707110900850284;0.9954673440852806;-1.3370950989909725;2.634040243125057;69;3.4545036190333245;1;1
聖沛黎洛氣泡礦泉水250ml*6入/組;飲料零食;249.0;聖沛黎洛;規格：250ml毫升x1x6Bottle瓶;聖沛黎洛氣泡礦泉水250ml;0.0;1;250.0;30.0;665;0.00%;1;10041009001;unique_master_match;1;1;ml;6;bottle;41.5;0.0;0.0;volume;month;0.0;1.0;35.0;23.0;18.0;10.2;24.0;1284.0;0;historical;5.5254529391317835;3.7495040759303713;0.0;3.4339872044851463;0.6695340634119862;-0.6512208895093387;0.7272043019113061;-1.3370950989909725;2.138025592636744;134;3.458680626041018;1;1
可口可樂2L;飲料零食;230.0;CocaCola 可口可樂;規格：2000ml毫升x1x6Bottle瓶;可口可樂2L;296.0;1;2000.0;9.0;3;22.30%;1;10000002001;unique_master_match;1;1;ml;6;bottle;38.333333;49.333333;22.297297;volume;month;22.3;1.0;34.0;23.0;31.0;13.31;6.0;13565.0;0;historical;7.601402334583733;3.672072327322979;3.1483373452584478;2.302585092994046;0.6695340634119862;1.4699720072498026;0.618771645769843;1.0737205493971818;-1.0337925091052724;101;3.5266032048591667;1;1
可口可樂ZERO無糖零卡2L;飲料零食;230.0;CocaCola 可口可樂;規格：2000ml毫升x1x6Bottle瓶;可口可樂 Zero 2L;296.0;1;2000.0;9.0;10;22.30%;1;10000010001;unique_master_match;1;1;ml;6;bottle;38.333333;49.333333;22.297297;volume;month;22.3;1.0;34.0;23.0;31.0;12.52;6.0;8378.0;0;historical;7.601402334583733;3.672072327322979;3.1483373452584478;2.302585092994046;0.6695340634119862;1.4699720072498026;0.618771645769843;1.0737205493971818;-1.0337925091052724;101;3.5266032048591667;1;1
泰山環保包裝水1460ml;飲料零食;215.0;泰山;規格：1460ml毫升x1x12Bottle瓶;泰山環保包裝水1460ml;0.0;1;1460.0;12.0;636;0.00%;1;10040056001;unique_master_match;1;1;ml;12;bottle;17.916667;0.0;0.0;volume;month;0.0;1.0;36.0;28.0;31.0;18.4;12.0;1956.0;0;historical;7.2868764117507;2.9400433853145476;0.0;2.5649493574615367;0.6695340634119862;1.1485912670344096;-0.4063355483975553;-1.3370950989909725;-0.298269996961929;163;3.5266437666928523;1;1
黑松汽水2L;飲料零食;38.0;黑松汽水;規格：2000ml毫升x1x1Bottle瓶;黑松汽水2L;41.0;1;2000.0;9.0;25;7.32%;1;10001008001;unique_master_match;1;1;ml;1;bottle;38.0;41.0;7.317073;volume;month;7.32;1.0;34.0;22.0;31.0;13.02;6.0;2528.0;0;historical;7.601402334583733;3.6635616461296463;2.1183103900513496;2.302585092994046;0.6695340634119862;1.4699720072498026;0.6068535916904321;0.28498515367641925;-1.0337925091052724;67;3.532013176697539;1;1
雪碧汽水2L;飲料零食;39.0;Sprite 雪碧;規格：2000ml毫升x1x1Bottle瓶;雪碧汽水2L;50.0;1;2000.0;9.0;21;22.00%;1;10001004001;unique_master_match;1;1;ml;1;bottle;39.0;50.0;22.0;volume;month;22.0;1.0;34.0;23.0;31.0;12.52;6.0;6673.0;0;historical;7.601402334583733;3.6888794541139363;3.1354942159291497;2.302585092994046;0.6695340634119862;1.4699720072498026;0.6423077460494622;1.063886019686452;-1.0337925091052724;101;3.5320196756558726;1;1
芬達橘子汽水2L;飲料零食;39.0;Fanta 芬達;規格：2000ml毫升x1x1Bottle瓶;芬達橘子汽水2L;50.0;1;2000.0;9.0;61;22.00%;1;10002040001;unique_master_match;1;1;ml;1;bottle;39.0;50.0;22.0;volume;month;22.0;1.0;34.0;23.0;31.0;13.1;6.0;1104.0;0;historical;7.601402334583733;3.6888794541139363;3.1354942159291497;2.302585092994046;0.6695340634119862;1.4699720072498026;0.6423077460494622;1.063886019686452;-1.0337925091052724;101;3.5320196756558726;1;1
白蘭氏冬蟲夏草雞精68mlx18;飲料零食;1045.0;白蘭氏;規格：68ml毫升x18x1BoX盒;白蘭氏冬蟲夏草雞精68mlx18;0.0;1;68.0;36.0;347;0.00%;0;10023063001;unique_master_match;1;1;ml;18;box;58.055556;0.0;0.0;volume;month;0.0;0.0;37.0;33.0;21.0;10.45;3.0;23.0;0;historical;4.23410650459726;4.078478627971654;0.0;3.6109179126442243;-1.4935759876113537;-1.9707110900850284;1.1878885189454897;-1.3370950989909725;2.634040243125057;69;3.5327160166646903;1;1
原萃冷萃日式深蒸綠茶450ml;飲料零食;108.0;原萃;規格：450ml毫升x1x4Bottle瓶;原萃冷萃日式深蒸綠茶 450ml;0.0;1;450.0;9.0;468;0.00%;1;10033001001;unique_master_match;1;1;ml;4;bottle;27.0;0.0;0.0;volume;month;0.0;1.0;40.0;27.0;19.0;12.05;24.0;5520.0;0;historical;6.111467339502679;3.332204510175204;0.0;2.302585092994046;0.6695340634119862;-0.05243481785045372;0.14283288921157936;-1.3370950989909725;-1.0337925091052724;41;3.5330054178346044;1;1
茶裏王青心烏龍無糖Pet-600mlx4;飲料零食;68.0;統一;規格：600ml毫升x1x4Bottle瓶;茶裏王青心烏龍無糖Pet600ml;0.0;1;600.0;9.0;394;0.00%;1;10030015001;unique_master_match;1;1;ml;4;bottle;17.0;0.0;0.0;volume;month;0.0;1.0;41.0;27.0;24.0;15.56;24.0;2340.0;0;historical;6.398594934535208;2.8903717578961645;0.0;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.47589392196798247;-1.3370950989909725;-1.0337925091052724;6;3.5456766321345756;1;1
茶裏王英式紅茶Pet600ml;飲料零食;68.0;統一;規格：600ml毫升x1x4Bottle瓶;茶裏王英式紅茶Pet600ml;0.0;1;600.0;9.0;413;0.00%;1;10031007001;unique_master_match;1;1;ml;4;bottle;17.0;0.0;0.0;volume;month;0.0;1.0;41.0;27.0;24.0;15.89;24.0;2782.0;0;historical;6.398594934535208;2.8903717578961645;0.0;2.302585092994046;0.6695340634119862;0.24095047197446526;-0.47589392196798247;-1.3370950989909725;-1.0337925091052724;6;3.5456766321345756;1;1
Perrier 汽泡礦泉水750ml;飲料零食;75.0;Perrier;規格：750ml毫升x1x1BOTTLE瓶;Perrier 汽泡礦泉水750ml;80.0;1;750.0;36.0;659;6.25%;1;10041003001;unique_master_match;1;1;ml;1;bottle;75.0;80.0;6.25;volume;month;6.25;1.0;36.0;27.0;26.0;15.31;12.0;2202.0;0;historical;6.621405651764134;4.330733340286331;1.9810014688665833;3.6109179126442243;0.6695340634119862;0.46861715389997305;1.5411370116170058;0.1798418797658034;2.634040243125057;95;3.5649301279746193;1;1
舒味思氣泡水萊姆500ml;飲料零食;120.0;Schweppes 舒味思;規格：500ml毫升x1x4Bottle瓶;舒味思氣泡水萊姆口味Pet500ml;0.0;1;500.0;9.0;673;0.00%;1;10041033001;unique_master_match;1;1;ml;4;bottle;30.0;0.0;0.0;volume;month;0.0;1.0;42.0;25.0;24.0;12.76;24.0;3819.0;0;historical;6.2166061010848646;3.4339872044851463;0.0;2.302585092994046;0.6695340634119862;0.054995351078896616;0.28536574029338996;-1.3370950989909725;-1.0337925091052724;41;3.566924843289387;1;1
保力達水蠻牛維他命B補給飲料;飲料零食;28.0;保力達;規格：590ml毫升x1x1Bottle瓶;保力達水蠻牛維他命B補給飲料;0.0;1;590.0;9.0;307;0.00%;1;10022015001;unique_master_match;1;1;ml;1;bottle;28.0;0.0;0.0;volume;month;0.0;1.0;41.0;28.0;25.0;11.8;24.0;411.0;0;historical;6.3818160174060985;3.367295829986474;0.0;2.302585092994046;0.6695340634119862;0.2238058730225106;0.1919735205815175;-1.3370950989909725;-1.0337925091052724;41;3.577584644852483;1;1
黑松沙士2L;飲料零食;39.0;黑松沙士;規格：2000ml毫升x1x1Bottle瓶;黑松沙士2L;41.0;1;2000.0;9.0;51;4.88%;1;10002017001;unique_master_match;1;1;ml;1;bottle;39.0;41.0;4.878049;volume;month;4.88;1.0;34.0;22.0;31.0;13.03;6.0;8437.0;0;historical;7.601402334583733;3.6888794541139363;1.7712249041307448;2.302585092994046;0.6695340634119862;1.4699720072498026;0.6423077460494622;0.019207052722275627;-1.0337925091052724;67;3.583766398108687;1;1
黑松加鹽沙士2L;飲料零食;39.0;黑松;規格：2000ml毫升x1x1Bottle瓶;黑松加鹽沙士2L;41.0;1;2000.0;9.0;62;4.88%;1;10002045001;unique_master_match;1;1;ml;1;bottle;39.0;41.0;4.878049;volume;month;4.88;1.0;34.0;22.0;30.0;12.96;6.0;1591.0;0;historical;7.601402334583733;3.6888794541139363;1.7712249041307448;2.302585092994046;0.6695340634119862;1.4699720072498026;0.6423077460494622;0.019207052722275627;-1.0337925091052724;67;3.583766398108687;1;1
貝納頌榛果拿鐵咖啡TP375;飲料零食;62.0;貝納頌;規格：375ml毫升x1x3Bottle瓶;貝納頌榛果拿鐵咖啡TP375;66.0;1;375.0;6.0;225;6.06%;1;10020002001;unique_master_match;1;1;ml;3;bottle;20.666667;22.0;6.060606;volume;month;6.06;1.0;40.0;19.0;14.0;9.6;24.0;2604.0;0;historical;5.929589143389895;3.0757749966121426;1.9545308835155293;1.9459101490553132;0.6695340634119862;-0.2382768901644622;-0.2162618460718691;0.1595722280772939;-2.0337093663680847;54;3.5868494319211486;1;1
貝納頌咖啡TP375ml;飲料零食;62.0;貝納頌;規格：375ml毫升x1x3Bottle瓶;貝納頌咖啡TP375ml;66.0;1;375.0;6.0;246;6.06%;1;10020027001;unique_master_match;1;1;ml;3;bottle;20.666667;22.0;6.060606;volume;month;6.06;1.0;39.0;20.0;14.0;9.97;24.0;10787.0;0;historical;5.929589143389895;3.0757749966121426;1.9545308835155293;1.9459101490553132;0.6695340634119862;-0.2382768901644622;-0.2162618460718691;0.1595722280772939;-2.0337093663680847;54;3.5868494319211486;1;1
可口可樂纖維+600ml;飲料零食;120.0;CocaCola 可口可樂;規格：600ml毫升x1x4Bottle瓶;可口可樂Zero 600ml;0.0;1;600.0;9.0;2;0.00%;1;10000001001;unique_master_match;1;1;ml;4;bottle;30.0;0.0;0.0;volume;month;0.0;1.0;45.0;30.0;24.0;15.7;24.0;1107.0;0;historical;6.398594934535208;3.4339872044851463;0.0;2.302585092994046;0.6695340634119862;0.24095047197446526;0.28536574029338996;-1.3370950989909725;-1.0337925091052724;41;3.595372279120773;1;1
可口可樂纖維+600ml;飲料零食;120.0;CocaCola 可口可樂;規格：600ml毫升x1x4Bottle瓶;可口可樂纖維+ Pet 600ml;0.0;1;600.0;9.0;18;0.00%;1;10000027001;unique_master_match;1;1;ml;4;bottle;30.0;0.0;0.0;volume;month;0.0;1.0;45.0;30.0;25.0;15.41;24.0;6872.0;0;historical;6.398594934535208;3.4339872044851463;0.0;2.302585092994046;0.6695340634119862;0.24095047197446526;0.28536574029338996;-1.3370950989909725;-1.0337925091052724;41;3.595372279120773;1;1
統一 PH9.0鹼性離子水800ml;飲料零食;500.0;統一;規格：800ml毫升x1x20Bottle瓶;統一 PH9.0鹼性離子水800ml;0.0;1;800.0;9.0;613;0.00%;1;10040022001;unique_master_match;1;1;ml;20;bottle;25.0;0.0;0.0;volume;month;0.0;1.0;38.0;31.0;24.0;18.32;20.0;4235.0;0;historical;6.68586094706836;3.258096538021482;0.0;2.302585092994046;0.6695340634119862;0.5344771959883641;0.03905473094435838;-1.3370950989909725;-1.0337925091052724;41;3.6259337278253003;1;1
樹頂100%純柳橙汁1000ml;飲料零食;114.0;樹頂 Tree Top;規格：1000ml毫升x1x1Bottle瓶;樹頂100純柳橙汁1000ml;129.0;1;1000.0;12.0;123;11.63%;1;10012009001;unique_master_match;1;1;ml;1;bottle;114.0;129.0;11.627907;volume;month;11.63;1.0;29.0;18.0;26.0;11.27;10.0;353.0;0;historical;6.90875477931522;4.74493212836325;2.535909206081994;2.5649493574615367;0.6695340634119862;0.7622288043509237;2.1211662059656864;0.6047583069413527;-0.298269996961929;29;3.6296368287198737;1;1
飛想茶檸檬紅茶300ml;飲料零食;205.0;Fuzetea 飛想茶;規格：300ml毫升x1x24Bottle瓶;飛想茶檸檬紅茶300ml;0.0;1;300.0;9.0;538;0.00%;1;10034020001;unique_master_match;1;1;ml;24;bottle;8.541667;0.0;0.0;volume;month;0.0;1.0;27.0;21.0;13.0;5.97;18.0;7197.0;0;historical;5.707110264748875;2.2556682081407913;0.0;2.302585092994046;0.6695340634119862;-0.4656045013702875;-1.3647101117113716;-1.3370950989909725;-1.0337925091052724;11;3.6356240555500974;1;1
味丹多喝水2000ml;飲料零食;214.0;味丹;規格：2000ml毫升x1x8Bottle瓶;味丹多喝水2000ml;0.0;1;2000.0;12.0;609;0.00%;1;10040018001;unique_master_match;1;1;ml;8;bottle;26.75;0.0;0.0;volume;month;0.0;1.0;38.0;22.0;31.0;16.93;8.0;3136.0;0;historical;7.601402334583733;3.3232358401924436;0.0;2.5649493574615367;0.6695340634119862;1.4699720072498026;0.13027348398339803;-1.3370950989909725;-0.298269996961929;111;3.706757175644319;1;1
礦沛氣泡水PET585ml;飲料零食;576.0;礦沛;規格：585ml毫升x1x24BOTTLE瓶;礦沛氣泡水PET585ml;0.0;1;585.0;8.0;688;0.00%;1;10041067001;unique_master_match;1;1;ml;24;bottle;24.0;0.0;0.0;volume;month;0.0;1.0;42.0;28.0;25.0;15.48;24.0;20089.0;0;historical;6.373319789577012;3.2188758248682006;0.0;2.1972245773362196;0.6695340634119862;0.21512447733926868;-0.015868555426662954;-1.3370950989909725;-1.3291644086078618;41;3.7101879407150586;1;1
